id_oferty;id_firmy;okres_umowy;grupa_okresu;nazwa_oferty;predkosc_pobierania;predkosc_wysylania;grupa_porownawcza_internet;nazwa_pakietu;liczba_kanalow;grupa_porownawcza_telewizja;dodatki;uwagi;okres_od_1;okres_do_1;cena_1;okres_od_2;okres_do_2;cena_2;okres_od_3;okres_do_3;cena_3
135;CHOPIN;24;24;Trzymaj z nami;650;30;650;L Box;236;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;187.56;2;24;192.55;;;
136;CHOPIN;24;24;Trzymaj z nami;650;30;650;XXL Box;256;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;273.56;2;24;278.55;;;
137;CHOPIN;24;24;Trzymaj z nami;800;40;800;Start Box;129;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
138;CHOPIN;24;24;Trzymaj z nami;800;40;800;M Box;184;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;197.56;2;24;202.55;;;
139;CHOPIN;24;24;Trzymaj z nami;800;40;800;L Box;236;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;223.56;2;24;228.55;;;
140;CHOPIN;24;24;Trzymaj z nami;800;40;800;XXL Box;256;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;309.56;2;24;314.55;;;
141;CHOPIN;12;12;STOP EXTRA NET I TV;300;15;300;Start Box;129;129;;cena z rabatem za e-fakturę;1;12;61.33;;;;;;
142;CHOPIN;12;12;STOP EXTRA NET I TV;300;15;300;M Box;184;184;;cena z rabatem za e-fakturę;1;12;86.19;;;;;;
143;CHOPIN;12;12;STOP EXTRA NET I TV;650;30;650;L Box;236;236;;cena z rabatem za e-fakturę;1;12;67.54;;;;;;
144;CHOPIN;12;12;STOP EXTRA NET I TV;650;30;650;XXL Box;256;256;;cena z rabatem za e-fakturę;1;12;92.40;;;;;;
145;PELMAR;24;24;Oferta letnia;300;15;300;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;24;74.99;;;;;;
146;PELMAR;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;84.99;;;;;;
147;PELMAR;24;24;Oferta letnia (z CANAL+ Super Sport);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;124.99;;;;;;
148;PELMAR;24;24;Oferta letnia;650;30;650;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;24;89.99;;;;;;
149;PELMAR;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;99.99;;;;;;
150;PELMAR;24;24;Oferta letnia (z CANAL+ Super Sport);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;139.99;;;;;;
151;PELMAR;24;24;Oferta letnia;800;40;800;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;24;104.99;;;;;;
152;PELMAR;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;114.99;;;;;;
153;PELMAR;24;24;Oferta letnia (z CANAL+ Super Sport);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;154.99;;;;;;
154;PELMAR;24;24;Blue Box + Net;300;15;300;Blue Box;57;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;83.69;;;
155;PELMAR;24;24;Blue Box + Net;650;30;650;Blue Box;57;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;93.69;;;
156;PELMAR;24;24;Blue Box + Net;800;40;800;Blue Box;57;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;103.69;;;
157;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);120;10;120;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;133.56;2;24;138.55;;;
158;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);120;10;120;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;173.56;2;24;178.55;;;
159;PELMAR;24;24;Dla Dwojga (z HBO);120;10;120;Start Box;128;129;SMART M - 84 kanały, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;148.46;2;24;153.45;;;
160;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);120;10;120;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;173.46;2;24;178.45;;;
161;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);120;10;120;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;213.46;2;24;218.45;;;
162;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);120;10;120;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;159.56;2;24;164.55;;;
163;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);120;10;120;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;199.56;2;24;204.55;;;
164;PELMAR;24;24;Dla Dwojga (z HBO);120;10;120;M Box;183;184;SMART M - 84 kanały, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;174.46;2;24;179.45;;;
165;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);120;10;120;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;199.46;2;24;204.45;;;
166;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);120;10;120;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;239.46;2;24;244.45;;;
167;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);120;10;120;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;185.56;2;24;190.55;;;
168;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);120;10;120;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;225.56;2;24;230.55;;;
169;PELMAR;24;24;Dla Dwojga (z HBO);120;10;120;L Box;235;236;SMART L - 136 kanałów, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;202.46;2;24;207.45;;;
170;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);120;10;120;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;225.46;2;24;230.45;;;
171;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);120;10;120;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;265.46;2;24;270.45;;;
172;PELMAR;24;24;Dla Dwojga;120;10;120;XXL Box;255;256;SMART L - 136 kanałów;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;246.56;2;24;251.55;;;
173;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;138.56;2;24;143.55;;;
174;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;178.56;2;24;183.55;;;
175;PELMAR;24;24;Dla Dwojga (z HBO);300;15;300;Start Box;128;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;153.46;2;24;158.45;;;
176;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;178.46;2;24;183.45;;;
177;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;15;300;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;218.46;2;24;223.45;;;
178;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;15;300;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;164.56;2;24;169.55;;;
179;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);300;15;300;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;204.56;2;24;209.55;;;
180;PELMAR;24;24;Dla Dwojga (z HBO);300;15;300;M Box;183;184;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;179.46;2;24;184.45;;;
181;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;15;300;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;204.46;2;24;209.45;;;
182;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;15;300;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;244.46;2;24;249.45;;;
183;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;15;300;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;189.56;2;24;195.55;;;
184;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);300;15;300;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;230.56;2;24;235.55;;;
185;PELMAR;24;24;Dla Dwojga (z HBO);300;15;300;L Box;235;236;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;207.46;2;24;212.45;;;
186;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;15;300;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;230.46;2;24;235.45;;;
187;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;15;300;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;270.46;2;24;275.45;;;
188;PELMAR;24;24;Dla Dwojga;300;15;300;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;251.56;2;24;256.55;;;
189;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;143.56;2;24;148.55;;;
190;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;183.56;2;24;188.55;;;
191;PELMAR;24;24;Dla Dwojga (z HBO);650;30;650;Start Box;128;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;158.46;2;24;163.45;;;
192;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;183.46;2;24;188.45;;;
193;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;30;650;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;223.46;2;24;228.45;;;
194;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;30;650;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;169.56;2;24;174.55;;;
195;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);650;30;650;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;209.56;2;24;214.55;;;
196;PELMAR;24;24;Dla Dwojga (z HBO);650;30;650;M Box;183;184;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;184.46;2;24;189.45;;;
197;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;30;650;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;209.46;2;24;214.45;;;
198;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;30;650;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;249.46;2;24;254.45;;;
199;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;30;650;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;195.56;2;24;200.55;;;
200;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);650;30;650;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;235.56;2;24;240.55;;;
201;PELMAR;24;24;Dla Dwojga (z HBO);650;30;650;L Box;235;236;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;212.46;2;24;217.45;;;
202;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;30;650;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;235.46;2;24;240.45;;;
203;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;30;650;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;275.46;2;24;280.45;;;
204;PELMAR;24;24;Dla Dwojga;650;30;650;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;256.56;2;24;261.55;;;
205;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;179.56;2;24;184.55;;;
206;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;219.56;2;24;224.55;;;
207;PELMAR;24;24;Dla Dwojga (z HBO);800;40;800;Start Box;128;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;194.46;2;24;199.45;;;
208;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;219.46;2;24;224.45;;;
209;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);800;40;800;Start Box;128;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;265.46;2;24;264.45;;;
210;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);800;40;800;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;205.56;2;24;210.55;;;
211;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);800;40;800;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;245.56;2;24;250.55;;;
212;PELMAR;24;24;Dla Dwojga (z HBO);800;40;800;M Box;183;184;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;220.46;2;24;225.45;;;
213;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);800;40;800;M Box;183;184;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;245.46;2;24;250.45;;;
214;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);800;40;800;M Box;183;184;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;285.46;2;24;290.45;;;
215;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);800;40;800;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;231.56;2;24;236.55;;;
216;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport);800;40;800;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;271.56;2;24;276.55;;;
217;PELMAR;24;24;Dla Dwojga (z HBO);800;40;800;L Box;235;236;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;248.46;2;24;253.45;;;
218;PELMAR;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);800;40;800;L Box;235;236;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;271.46;2;24;276.45;;;
219;PELMAR;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);800;40;800;L Box;235;236;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;311.46;2;24;316.45;;;
220;PELMAR;24;24;Dla Dwojga;800;40;800;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;292.56;2;24;297.55;;;
221;PELMAR;12;12;Super Box;120;10;120;Start Box;128;129;SMART M - 84 kanały;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;124.56;2;12;129.55;;;
222;PELMAR;12;12;Super Box;120;10;120;M Box;183;184;SMART M - 84 kanały;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;158.56;2;12;163.55;;;
223;PELMAR;12;12;Super Box;120;10;120;L Box;235;236;SMART L - 136 kanałów;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;183.56;2;12;188.55;;;
224;PELMAR;12;12;Super Box;120;10;120;XXL Box;255;256;SMART L - 136 kanałów;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;269.56;2;12;274.55;;;
225;PELMAR;12;12;Super Box;300;15;300;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;140.56;2;12;145.55;;;
226;PELMAR;12;12;Super Box;300;15;300;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;174.56;2;12;179.55;;;
227;PELMAR;12;12;Super Box;300;15;300;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;199.56;2;12;204.55;;;
228;PELMAR;12;12;Super Box;300;15;300;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;285.56;2;12;290.55;;;
229;PELMAR;12;12;Super Box;650;30;650;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;145.56;2;12;150.55;;;
230;PELMAR;12;12;Super Box;650;30;650;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;179.56;2;12;184.55;;;
231;PELMAR;12;12;Super Box;650;30;650;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;204.56;2;12;209.55;;;
232;PELMAR;12;12;Super Box;650;30;650;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;290.56;2;12;295.55;;;
233;PELMAR;12;12;Super Box;800;40;800;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;176.56;2;12;181.55;;;
234;PELMAR;12;12;Super Box;800;40;800;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;210.56;2;12;215.55;;;
235;PELMAR;12;12;Super Box;800;40;800;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;235.56;2;12;240.55;;;
236;PELMAR;12;12;Super Box;800;40;800;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;321.56;2;12;326.55;;;
237;PELMAR;24;24;Super Box;120;10;120;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;119.56;2;24;124.55;;;
238;PELMAR;24;24;Super Box;120;10;120;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;148.56;2;24;153.55;;;
239;PELMAR;24;24;Super Box;120;10;120;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;173.56;2;24;178.55;;;
240;PELMAR;24;24;Super Box;120;10;120;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;259.56;2;24;264.55;;;
241;PELMAR;24;24;Super Box;300;15;300;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;135.56;2;24;140.55;;;
242;PELMAR;24;24;Super Box;300;15;300;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;164.56;2;24;169.55;;;
243;PELMAR;24;24;Super Box;300;15;300;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;189.56;2;24;194.55;;;
244;PELMAR;24;24;Super Box;300;15;300;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;275.56;2;24;280.55;;;
245;PELMAR;24;24;Super Box;650;30;650;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;140.56;2;24;145.55;;;
246;PELMAR;24;24;Super Box;650;30;650;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;169.56;2;24;174.55;;;
247;PELMAR;24;24;Super Box;650;30;650;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;194.56;2;24;199.55;;;
248;PELMAR;24;24;Super Box;650;30;650;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;280.56;2;24;285.55;;;
249;PELMAR;24;24;Super Box;800;40;800;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
250;PELMAR;24;24;Super Box;800;40;800;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;200.56;2;24;205.55;;;
251;PELMAR;24;24;Super Box;800;40;800;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;225.56;2;24;230.55;;;
252;PELMAR;24;24;Super Box;800;40;800;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;311.56;2;24;316.55;;;
253;PELMAR;12;12;Trzymaj z nami;120;10;120;Start Box;128;129;SMART M - 84 kanały;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;120.56;2;12;125.55;;;
254;PELMAR;12;12;Trzymaj z nami;120;10;120;M Box;183;184;SMART M - 84 kanały;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;147.56;2;12;152.55;;;
255;PELMAR;12;12;Trzymaj z nami;120;10;120;L Box;235;236;SMART L - 136 kanałów;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;173.56;2;12;178.55;;;
256;PELMAR;12;12;Trzymaj z nami;120;10;120;XXL Box;255;256;SMART L - 136 kanałów;"dostępny dla Klientów posiadających 
legitymację emeryta / rencisty
, cena z rabatem za e-fakturę";1;1;259.56;2;12;264.55;;;
257;PELMAR;12;12;Trzymaj z nami;300;15;300;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;139.56;2;12;144.55;;;
258;PELMAR;12;12;Trzymaj z nami;300;15;300;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;12;171.55;;;
259;PELMAR;12;12;Trzymaj z nami;300;15;300;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;192.56;2;12;197.55;;;
260;PELMAR;12;12;Trzymaj z nami;300;15;300;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;278.56;2;12;283.55;;;
261;PELMAR;12;12;Trzymaj z nami;650;30;650;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;144.56;2;12;149.55;;;
262;PELMAR;12;12;Trzymaj z nami;650;30;650;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;12;176.55;;;
263;PELMAR;12;12;Trzymaj z nami;650;30;650;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;197.56;2;12;202.55;;;
264;PELMAR;12;12;Trzymaj z nami;650;30;650;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;283.56;2;12;288.55;;;
265;PELMAR;12;12;Trzymaj z nami;800;40;800;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;180.56;2;12;185.55;;;
266;PELMAR;12;12;Trzymaj z nami;800;40;800;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;207.56;2;12;212.55;;;
267;PELMAR;12;12;Trzymaj z nami;800;40;800;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;233.56;2;12;238.55;;;
268;PELMAR;12;12;Trzymaj z nami;800;40;800;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;319.56;2;12;324.55;;;
269;PELMAR;24;24;Trzymaj z nami;120;10;120;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;111.56;2;24;116.55;;;
270;PELMAR;24;24;Trzymaj z nami;120;10;120;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;137.56;2;24;142.55;;;
271;PELMAR;24;24;Trzymaj z nami;120;10;120;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;163.56;2;24;168.55;;;
272;PELMAR;24;24;Trzymaj z nami;120;10;120;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;249.56;2;24;254.55;;;
